Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Clermont Foot,Lens,1.2,2.0,0,4
Lorient,Troyes,1.9,0.7,2,0
Ajaccio,Montpellier,0.2,1.0,0,1
Nantes,Nice,1.6,1.2,2,2
Angers,Toulouse,1.7,1.6,0,2
Monaco,Reims,0.9,1.9,0,1
Marseille,Strasbourg,1.6,2.1,2,2
Lyon,Nantes,1.4,1.7,1,1
Toulouse,Lille,2.3,1.4,0,2
Lens,Angers,1.6,0.5,3,0
Ajaccio,Monaco,1.1,1.1,0,2
Nice,Lorient,1.2,0.7,1,1
Strasbourg,Auxerre,2.8,0.7,2,0
Troyes,Brest,1.1,1.3,2,2
Montpellier,Clermont Foot,3.3,1.8,2,1
Paris S-G,Rennes,1.7,1.5,0,2
Reims,Marseille,1.6,1.2,1,2
Marseille,Montpellier,1.3,0.9,1,1
Auxerre,Troyes,1.1,1.5,1,0
Rennes,Lens,1.0,1.5,0,1
Lille,Lorient,2.0,0.2,3,1
Brest,Toulouse,1.7,1.2,3,1
Angers,Nice,0.9,1.5,1,1
Clermont Foot,Ajaccio,2.4,0.4,2,1
Nantes,Reims,1.3,2.2,0,3
Monaco,Strasbourg,1.4,1.5,4,3
Paris S-G,Lyon,1.1,1.6,0,1
Lens,Strasbourg,1.0,0.8,2,1
Angers,Lille,1.0,1.4,1,0
Nice,Paris S-G,1.5,1.2,0,2
Lyon,Rennes,1.1,1.1,3,1
Montpellier,Toulouse,1.9,2.1,1,2
Ajaccio,Auxerre,1.1,0.8,0,3
Reims,Brest,3.4,1.4,1,1
Troyes,Clermont Foot,0.4,1.3,0,2
Nantes,Monaco,1.1,1.3,2,2
Lorient,Marseille,0.4,0.9,0,0
Toulouse,Lyon,1.2,2.3,1,2
Rennes,Reims,2.9,0.4,3,0
Paris S-G,Lens,1.2,1.8,3,1
Lille,Montpellier,2.1,0.4,2,1
Auxerre,Nantes,2.6,0.9,2,1
Strasbourg,Ajaccio,1.6,0.4,3,1
Brest,Nice,1.3,0.8,1,0
Clermont Foot,Angers,2.1,0.3,2,1
Monaco,Lorient,1.9,1.1,3,1
Marseille,Troyes,3.7,0.4,3,1
Angers,Paris S-G,1.8,1.6,1,2
Auxerre,Lille,1.5,2.2,1,1
Lens,Monaco,2.3,1.6,3,0
